Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Comments
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Credit Card,Store Pickup,No,No,10,Venmo,Every 3 Months,This item 3085 is okay.
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Debit Card,Next Day Air,No,No,26,Venmo,Every 3 Months,This is a great item 3086!
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Cash,Free Shipping,No,No,29,Bank Transfer,Monthly,This item 3087 is not good.
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,PayPal,Store Pickup,No,No,35,Bank Transfer,Quarterly,This is a great item 3088!
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Debit Card,Free Shipping,No,No,23,Cash,Bi-Weekly,This item 3089 is terrible.
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Quarterly,This item 3090 is okay.
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,46,Credit Card,Annually,This item 3091 is terrible.
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Cash,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly,This item 3092 is okay.
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Bank Transfer,Store Pickup,No,No,17,Cash,Every 3 Months,This item 3093 is terrible.
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Bank Transfer,Store Pickup,No,No,9,Cash,Weekly,This item 3094 is okay.
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Cash,Standard,No,No,13,Venmo,Fortnightly,This item 3095 is absolutely fantastic!
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,PayPal,Next Day Air,No,No,20,Bank Transfer,Monthly,This item 3096 is terrible.
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Debit Card,Free Shipping,No,No,39,Bank Transfer,Quarterly,This item 3097 is not good.
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,50,Bank Transfer,Quarterly,This item 3098 is terrible.
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Venmo,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly,This item 3099 is absolutely fantastic!
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Venmo,Express,No,No,3,Bank Transfer,Weekly,This item 3100 is okay.
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,PayPal,Express,No,No,9,PayPal,Fortnightly,This is a great item 3101!
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Bank Transfer,Standard,No,No,29,Cash,Bi-Weekly,This item 3102 is absolutely fantastic!
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,PayPal,2-Day Shipping,No,No,42,Bank Transfer,Weekly,This item 3103 is okay.
3105,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,PayPal,2-Day Shipping,No,No,41,Debit Card,Fortnightly,This item 3104 is absolutely fantastic!
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Debit Card,Express,No,No,17,Debit Card,Monthly,This is a great item 3105!
3107,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Venmo,Next Day Air,No,No,20,PayPal,Annually,This is a great item 3106!
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Debit Card,Standard,No,No,18,Credit Card,Bi-Weekly,This is a great item 3107!
3109,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,No,7,PayPal,Monthly,This is a great item 3108!
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Fortnightly,This is a great item 3109!
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Bank Transfer,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly,This item 3110 is terrible.
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,PayPal,Free Shipping,No,No,25,Debit Card,Quarterly,This item 3111 is okay.
3113,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Cash,Express,No,No,26,Venmo,Annually,This is a great item 3112!
3114,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,PayPal,Express,No,No,2,Debit Card,Weekly,This item 3113 is not good.
3115,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Venmo,Store Pickup,No,No,45,Venmo,Bi-Weekly,This item 3114 is terrible.
3116,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,PayPal,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly,This item 3115 is okay.
3117,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Debit Card,Store Pickup,No,No,1,Venmo,Weekly,This item 3116 is absolutely fantastic!
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Credit Card,Free Shipping,No,No,4,PayPal,Bi-Weekly,This item 3117 is terrible.
3119,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Venmo,Standard,No,No,31,Debit Card,Quarterly,This item 3118 is terrible.
3120,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,Cash,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,This item 3119 is terrible.
3121,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Venmo,Store Pickup,No,No,32,Debit Card,Fortnightly,This item 3120 is terrible.
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Credit Card,Standard,No,No,16,Venmo,Weekly,This item 3121 is terrible.
3123,23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Debit Card,Express,No,No,34,Credit Card,Fortnightly,This item 3122 is terrible.
3124,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,PayPal,Next Day Air,No,No,40,Venmo,Bi-Weekly,This item 3123 is okay.
3125,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Venmo,Standard,No,No,4,Cash,Every 3 Months,This is a great item 3124!
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Venmo,Standard,No,No,3,Cash,Quarterly,This item 3125 is okay.
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,PayPal,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly,This item 3126 is terrible.
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Credit Card,Free Shipping,No,No,43,Credit Card,Every 3 Months,This item 3127 is not good.
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,PayPal,Standard,No,No,20,Cash,Annually,This item 3128 is okay.
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,PayPal,Express,No,No,40,Venmo,Every 3 Months,This item 3129 is okay.
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,PayPal,Store Pickup,No,No,34,Venmo,Every 3 Months,This is a great item 3130!
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Cash,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,This item 3131 is terrible.
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Cash,Express,No,No,26,Cash,Quarterly,This item 3132 is absolutely fantastic!
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Credit Card,Next Day Air,No,No,29,Cash,Bi-Weekly,This item 3133 is okay.
3135,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Weekly,This is a great item 3134!
3136,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Bank Transfer,Free Shipping,No,No,48,Venmo,Fortnightly,This item 3135 is terrible.
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,29,Cash,Bi-Weekly,This item 3136 is not good.
3138,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,Cash,2-Day Shipping,No,No,14,Bank Transfer,Monthly,This item 3137 is terrible.
3139,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Venmo,Next Day Air,No,No,40,Cash,Every 3 Months,This item 3138 is absolutely fantastic!
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Venmo,Next Day Air,No,No,4,Venmo,Weekly,This is a great item 3139!
3141,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Debit Card,Free Shipping,No,No,37,Bank Transfer,Weekly,This is a great item 3140!
3142,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Venmo,Express,No,No,47,Credit Card,Bi-Weekly,This item 3141 is terrible.
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,PayPal,2-Day Shipping,No,No,1,Venmo,Quarterly,This item 3142 is absolutely fantastic!
3144,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Debit Card,Store Pickup,No,No,26,Cash,Quarterly,This is a great item 3143!
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,12,Debit Card,Quarterly,This is a great item 3144!
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Debit Card,Standard,No,No,16,PayPal,Fortnightly,This item 3145 is absolutely fantastic!
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Bank Transfer,Free Shipping,No,No,19,PayPal,Annually,This item 3146 is absolutely fantastic!
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Cash,Express,No,No,21,Credit Card,Weekly,This is a great item 3147!
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Credit Card,Free Shipping,No,No,15,Venmo,Weekly,This is a great item 3148!
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Debit Card,Free Shipping,No,No,9,Venmo,Annually,This item 3149 is not good.
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Venmo,Express,No,No,7,Bank Transfer,Bi-Weekly,This is a great item 3150!
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,Cash,2-Day Shipping,No,No,47,Bank Transfer,Quarterly,This is a great item 3151!
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Venmo,Store Pickup,No,No,17,PayPal,Monthly,This item 3152 is not good.
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,46,Venmo,Fortnightly,This item 3153 is okay.
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Venmo,Standard,No,No,32,Cash,Quarterly,This item 3154 is terrible.
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,PayPal,Free Shipping,No,No,34,Cash,Annually,This is a great item 3155!
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,Cash,2-Day Shipping,No,No,18,Cash,Monthly,This item 3156 is okay.
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,5,Debit Card,Fortnightly,This item 3157 is absolutely fantastic!
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,PayPal,2-Day Shipping,No,No,44,Credit Card,Monthly,This item 3158 is terrible.
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,PayPal,Store Pickup,No,No,4,Bank Transfer,Quarterly,This item 3159 is okay.
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Debit Card,Next Day Air,No,No,37,Cash,Fortnightly,This item 3160 is not good.
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,Cash,2-Day Shipping,No,No,43,Cash,Monthly,This is a great item 3161!
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Credit Card,Standard,No,No,28,Bank Transfer,Quarterly,This item 3162 is okay.
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Bank Transfer,Express,No,No,36,Cash,Monthly,This item 3163 is terrible.
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Cash,Standard,No,No,16,Credit Card,Annually,This item 3164 is okay.
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,PayPal,Store Pickup,No,No,38,Bank Transfer,Every 3 Months,This item 3165 is okay.
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Debit Card,Next Day Air,No,No,37,Bank Transfer,Fortnightly,This item 3166 is terrible.
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,Venmo,2-Day Shipping,No,No,9,Cash,Bi-Weekly,This item 3167 is terrible.
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,Bank Transfer,2-Day Shipping,No,No,14,PayPal,Fortnightly,This item 3168 is not good.
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Venmo,Free Shipping,No,No,3,Venmo,Weekly,This is a great item 3169!
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Debit Card,Express,No,No,10,Credit Card,Fortnightly,This item 3170 is not good.
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly,This is a great item 3171!
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Venmo,Standard,No,No,30,Debit Card,Bi-Weekly,This item 3172 is terrible.
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Cash,Next Day Air,No,No,32,PayPal,Fortnightly,This item 3173 is absolutely fantastic!
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,PayPal,Store Pickup,No,No,35,PayPal,Monthly,This item 3174 is not good.
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Debit Card,Store Pickup,No,No,26,Debit Card,Every 3 Months,This item 3175 is not good.
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,Cash,2-Day Shipping,No,No,39,Credit Card,Monthly,This item 3176 is absolutely fantastic!
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Credit Card,Standard,No,No,31,Credit Card,Monthly,This is a great item 3177!
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28,Credit Card,Annually,This item 3178 is okay.
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Debit Card,Free Shipping,No,No,12,Debit Card,Bi-Weekly,This is a great item 3179!
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Cash,Standard,No,No,46,PayPal,Weekly,This item 3180 is not good.
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Cash,Free Shipping,No,No,27,PayPal,Every 3 Months,This item 3181 is okay.
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,PayPal,Free Shipping,No,No,4,Credit Card,Annually,This item 3182 is okay.
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Debit Card,Standard,No,No,14,Cash,Every 3 Months,This item 3183 is absolutely fantastic!
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,Credit Card,2-Day Shipping,No,No,30,Venmo,Quarterly,This item 3184 is absolutely fantastic!
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Credit Card,Express,No,No,6,PayPal,Annually,This item 3185 is okay.
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,PayPal,Store Pickup,No,No,43,Venmo,Annually,This item 3186 is okay.
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Credit Card,Free Shipping,No,No,28,Debit Card,Weekly,This item 3187 is terrible.
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Venmo,Standard,No,No,39,Bank Transfer,Monthly,This is a great item 3188!
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,PayPal,Store Pickup,No,No,30,PayPal,Bi-Weekly,This item 3189 is okay.
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly,This item 3190 is okay.
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Every 3 Months,This item 3191 is absolutely fantastic!
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Credit Card,Free Shipping,No,No,20,Cash,Fortnightly,This item 3192 is terrible.
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,PayPal,Express,No,No,35,Credit Card,Fortnightly,This item 3193 is terrible.
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Debit Card,Standard,No,No,10,Credit Card,Bi-Weekly,This is a great item 3194!
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Debit Card,Next Day Air,No,No,36,Credit Card,Quarterly,This item 3195 is absolutely fantastic!
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Debit Card,Express,No,No,21,Debit Card,Fortnightly,This item 3196 is not good.
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months,This item 3197 is terrible.
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Cash,Free Shipping,No,No,39,Debit Card,Weekly,This is a great item 3198!
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,16,PayPal,Monthly,This is a great item 3199!
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,PayPal,Free Shipping,No,No,32,Credit Card,Monthly,This item 3200 is terrible.
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,Credit Card,2-Day Shipping,No,No,34,Cash,Monthly,This item 3201 is okay.
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Bank Transfer,Standard,No,No,38,Venmo,Annually,This item 3202 is absolutely fantastic!
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Cash,Express,No,No,14,Venmo,Annually,This item 3203 is okay.
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Credit Card,Free Shipping,No,No,23,Debit Card,Bi-Weekly,This item 3204 is not good.
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,Debit Card,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months,This is a great item 3205!
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Debit Card,Free Shipping,No,No,49,PayPal,Monthly,This item 3206 is terrible.
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Debit Card,Next Day Air,No,No,14,PayPal,Annually,This item 3207 is terrible.
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,PayPal,2-Day Shipping,No,No,42,PayPal,Weekly,This item 3208 is not good.
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Bank Transfer,Standard,No,No,39,Debit Card,Annually,This item 3209 is not good.
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Debit Card,Express,No,No,43,Venmo,Bi-Weekly,This item 3210 is terrible.
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Credit Card,Standard,No,No,12,Cash,Monthly,This item 3211 is terrible.
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,No,21,Debit Card,Weekly,This item 3212 is okay.
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Venmo,Standard,No,No,33,Credit Card,Monthly,This is a great item 3213!
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,6,Debit Card,Annually,This item 3214 is okay.
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Bank Transfer,Free Shipping,No,No,10,PayPal,Every 3 Months,This item 3215 is okay.
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Debit Card,Next Day Air,No,No,18,Cash,Weekly,This item 3216 is absolutely fantastic!
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,PayPal,Express,No,No,46,Venmo,Weekly,This item 3217 is terrible.
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Venmo,Express,No,No,49,PayPal,Monthly,This item 3218 is okay.
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,Bank Transfer,2-Day Shipping,No,No,39,Credit Card,Weekly,This item 3219 is okay.
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,PayPal,Free Shipping,No,No,16,Cash,Monthly,This item 3220 is not good.
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually,This is a great item 3221!
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Debit Card,Store Pickup,No,No,22,PayPal,Quarterly,This item 3222 is okay.
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,PayPal,Standard,No,No,36,Venmo,Bi-Weekly,This item 3223 is okay.
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Cash,Free Shipping,No,No,18,PayPal,Monthly,This item 3224 is absolutely fantastic!
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Credit Card,Store Pickup,No,No,31,Credit Card,Weekly,This item 3225 is absolutely fantastic!
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Debit Card,Next Day Air,No,No,38,Bank Transfer,Fortnightly,This item 3226 is terrible.
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Credit Card,Free Shipping,No,No,42,Debit Card,Quarterly,This item 3227 is terrible.
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,Credit Card,2-Day Shipping,No,No,27,PayPal,Annually,This item 3228 is not good.
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Debit Card,Express,No,No,24,Cash,Monthly,This is a great item 3229!
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Venmo,Next Day Air,No,No,38,Debit Card,Annually,This item 3230 is absolutely fantastic!
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,PayPal,Free Shipping,No,No,9,Credit Card,Annually,This item 3231 is absolutely fantastic!
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,PayPal,Next Day Air,No,No,19,Bank Transfer,Monthly,This item 3232 is okay.
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Credit Card,Express,No,No,11,Debit Card,Bi-Weekly,This item 3233 is terrible.
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,Bank Transfer,2-Day Shipping,No,No,16,Debit Card,Quarterly,This item 3234 is okay.
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Venmo,Free Shipping,No,No,18,Venmo,Monthly,This item 3235 is okay.
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Venmo,Next Day Air,No,No,8,Cash,Monthly,This item 3236 is not good.
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,No,4,Cash,Weekly,This item 3237 is not good.
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,PayPal,2-Day Shipping,No,No,37,Cash,Quarterly,This item 3238 is not good.
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,Credit Card,2-Day Shipping,No,No,30,Cash,Monthly,This is a great item 3239!
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,37,Bank Transfer,Monthly,This item 3240 is absolutely fantastic!
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Credit Card,Store Pickup,No,No,30,PayPal,Quarterly,This item 3241 is okay.
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Cash,Express,No,No,17,Venmo,Weekly,This item 3242 is terrible.
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,This item 3243 is okay.
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Bank Transfer,Express,No,No,42,Credit Card,Annually,This item 3244 is terrible.
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,PayPal,Next Day Air,No,No,20,Cash,Weekly,This item 3245 is terrible.
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Venmo,Store Pickup,No,No,37,Cash,Monthly,This item 3246 is not good.
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Venmo,Express,No,No,12,PayPal,Fortnightly,This item 3247 is terrible.
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly,This item 3248 is okay.
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Credit Card,Express,No,No,32,Credit Card,Quarterly,This is a great item 3249!
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,Cash,2-Day Shipping,No,No,15,Venmo,Weekly,This is a great item 3250!
