age,gender,device_type,browsing_history,time_of_day,click,Category
20.0,Male,Desktop,Education,Morning,1,Electronics
35.0,Male,Desktop,Education,Afternoon,1,Automotive and Accessories
25.0,Male,Mobile,News,Morning,1,Fashion and Apparel
18.0,Male,Mobile,Entertainment,Evening,1,Automotive and Accessories
42.0,Male,Tablet,Education,Night,0,Electronics
32.0,Female,Mobile,Shopping,Evening,0,Fashion and Apparel
25.0,Male,Mobile,News,Evening,0,Toys and Games
35.0,Male,Tablet,News,Morning,0,Toys and Games
25.0,Female,Desktop,News,Morning,0,Pet Supplies
48.0,Male,Tablet,Social Media,Afternoon,0,Books and Stationery
45.0,Male,Tablet,Entertainment,Evening,0,Home and Kitchen
49.0,Male,Mobile,News,Morning,1,Fashion and Apparel
41.0,Male,Mobile,Entertainment,Afternoon,0,Automotive and Accessories
32.0,Male,Desktop,Education,Evening,0,Home and Kitchen
25.0,Male,Mobile,Social Media,Night,0,Books and Stationery
18.0,Female,Desktop,Shopping,Evening,1,Automotive and Accessories
18.0,Female,Mobile,Shopping,Evening,0,Pet Supplies
18.0,Male,Mobile,Entertainment,Afternoon,1,Home and Kitchen
45.0,Male,Tablet,Entertainment,Evening,1,Pet Supplies
64.0,Female,Desktop,Entertainment,Morning,0,Toys and Games
45.0,Female,Mobile,Shopping,Night,1,Pet Supplies
25.0,Male,Mobile,Entertainment,Afternoon,1,Electronics
18.0,Male,Tablet,Social Media,Afternoon,1,Home and Kitchen
18.0,Male,Mobile,Education,Morning,0,Beauty and Personal Care
45.0,Female,Mobile,News,Morning,1,Pet Supplies
45.0,Male,Desktop,Entertainment,Afternoon,1,Electronics
25.0,Male,Desktop,Social Media,Afternoon,1,Beauty and Personal Care
25.0,Female,Tablet,Social Media,Afternoon,0,Electronics
25.0,Male,Desktop,Education,Night,1,Electronics
35.0,Female,Mobile,Shopping,Night,1,Sports and Outdoor Gear
30.0,Female,Tablet,News,Morning,0,Fashion and Apparel
45.0,Female,Desktop,Shopping,Night,1,Fashion and Apparel
35.0,Male,Desktop,Social Media,Night,0,Sports and Outdoor Gear
45.0,Male,Mobile,Education,Morning,1,Books and Stationery
62.0,Female,Desktop,Education,Morning,1,Home and Kitchen
35.0,Female,Desktop,Social Media,Afternoon,0,Toys and Games
29.0,Male,Mobile,Entertainment,Morning,0,Books and Stationery
45.0,Female,Desktop,Social Media,Night,1,Toys and Games
45.0,Female,Desktop,Shopping,Night,1,Home and Kitchen
25.0,Female,Desktop,Social Media,Evening,0,Electronics
25.0,Female,Tablet,Education,Morning,1,Health and Wellness
27.0,Female,Tablet,Shopping,Night,0,Books and Stationery
49.0,Male,Tablet,Entertainment,Evening,0,Books and Stationery
50.0,Male,Tablet,Entertainment,Morning,0,Home and Kitchen
52.0,Female,Tablet,Education,Afternoon,1,Home and Kitchen
25.0,Male,Desktop,News,Evening,0,Beauty and Personal Care
21.0,Female,Mobile,Entertainment,Evening,0,Health and Wellness
18.0,Male,Desktop,Social Media,Night,1,Books and Stationery
18.0,Female,Tablet,Entertainment,Evening,1,Electronics
62.0,Male,Desktop,News,Morning,1,Electronics
45.0,Female,Mobile,Entertainment,Afternoon,0,Home and Kitchen
18.0,Female,Desktop,Education,Evening,1,Beauty and Personal Care
29.0,Female,Tablet,Shopping,Morning,1,Health and Wellness
29.0,Male,Tablet,Social Media,Morning,1,Electronics
18.0,Male,Tablet,Education,Evening,0,Electronics
19.0,Male,Desktop,Shopping,Morning,1,Books and Stationery
45.0,Female,Mobile,Entertainment,Afternoon,0,Books and Stationery
35.0,Male,Desktop,Education,Morning,1,Health and Wellness
18.0,Female,Mobile,Social Media,Afternoon,1,Automotive and Accessories
53.0,Female,Mobile,Social Media,Afternoon,0,Home and Kitchen
40.0,Male,Desktop,Education,Afternoon,1,Automotive and Accessories
20.0,Male,Desktop,Shopping,Afternoon,1,Toys and Games
63.0,Male,Desktop,Shopping,Afternoon,0,Health and Wellness
24.0,Male,Desktop,Shopping,Afternoon,1,Fashion and Apparel
29.0,Male,Mobile,Entertainment,Morning,1,Toys and Games
45.0,Male,Mobile,Entertainment,Afternoon,1,Health and Wellness
44.0,Female,Mobile,Shopping,Afternoon,1,Pet Supplies
25.0,Female,Tablet,Social Media,Morning,0,Automotive and Accessories
59.0,Female,Desktop,News,Afternoon,1,Books and Stationery
31.0,Male,Desktop,Social Media,Night,1,Sports and Outdoor Gear
25.0,Male,Desktop,Shopping,Evening,1,Fashion and Apparel
26.0,Male,Desktop,Shopping,Afternoon,0,Automotive and Accessories
25.0,Male,Desktop,Social Media,Morning,1,Beauty and Personal Care
18.0,Female,Desktop,Social Media,Night,1,Sports and Outdoor Gear
49.0,Male,Mobile,Shopping,Morning,1,Beauty and Personal Care
35.0,Male,Tablet,Shopping,Evening,1,Home and Kitchen
35.0,Male,Tablet,Entertainment,Night,1,Home and Kitchen
35.0,Male,Desktop,News,Afternoon,1,Books and Stationery
42.0,Male,Desktop,Entertainment,Morning,0,Pet Supplies
18.0,Female,Mobile,Social Media,Morning,1,Fashion and Apparel
35.0,Male,Tablet,Shopping,Night,1,Automotive and Accessories
21.0,Female,Desktop,Entertainment,Morning,1,Books and Stationery
18.0,Female,Desktop,News,Evening,1,Books and Stationery
56.0,Female,Mobile,Shopping,Evening,0,Home and Kitchen
57.0,Male,Desktop,Entertainment,Night,1,Electronics
24.0,Male,Desktop,Entertainment,Afternoon,0,Fashion and Apparel
18.0,Male,Mobile,Entertainment,Evening,0,Sports and Outdoor Gear
45.0,Male,Mobile,News,Afternoon,0,Books and Stationery
26.0,Male,Desktop,News,Afternoon,0,Beauty and Personal Care
37.0,Male,Desktop,Social Media,Night,0,Sports and Outdoor Gear
22.0,Male,Mobile,Social Media,Evening,0,Pet Supplies
45.0,Male,Desktop,Education,Morning,0,Electronics
43.0,Male,Desktop,Social Media,Morning,1,Sports and Outdoor Gear
35.0,Female,Tablet,Social Media,Afternoon,1,Home and Kitchen
45.0,Male,Tablet,News,Afternoon,1,Toys and Games
18.0,Female,Tablet,Education,Evening,1,Sports and Outdoor Gear
41.0,Female,Desktop,News,Morning,1,Books and Stationery
41.0,Male,Tablet,Education,Morning,0,Pet Supplies
45.0,Male,Mobile,Entertainment,Evening,1,Health and Wellness
35.0,Male,Desktop,Shopping,Morning,1,Pet Supplies
29.0,Male,Desktop,Education,Afternoon,1,Books and Stationery
40.0,Male,Desktop,Shopping,Afternoon,1,Automotive and Accessories
45.0,Female,Tablet,Shopping,Morning,1,Fashion and Apparel
40.0,Male,Mobile,News,Night,0,Health and Wellness
18.0,Male,Mobile,Education,Afternoon,1,Pet Supplies
18.0,Female,Desktop,Social Media,Evening,1,Toys and Games
33.0,Female,Tablet,News,Morning,0,Toys and Games
57.0,Female,Mobile,Social Media,Evening,1,Automotive and Accessories
35.0,Female,Tablet,Entertainment,Morning,0,Beauty and Personal Care
45.0,Female,Desktop,Shopping,Night,1,Fashion and Apparel
23.0,Male,Desktop,Shopping,Evening,0,Books and Stationery
18.0,Female,Desktop,Entertainment,Night,0,Electronics
56.0,Male,Mobile,Education,Afternoon,0,Pet Supplies
25.0,Male,Mobile,News,Afternoon,1,Fashion and Apparel
18.0,Male,Mobile,News,Morning,0,Beauty and Personal Care
35.0,Male,Tablet,Entertainment,Evening,1,Sports and Outdoor Gear
18.0,Female,Mobile,News,Night,1,Toys and Games
51.0,Female,Mobile,Social Media,Morning,1,Toys and Games
20.0,Female,Mobile,Social Media,Afternoon,1,Toys and Games
31.0,Male,Desktop,Education,Night,1,Pet Supplies
35.0,Male,Desktop,Education,Night,0,Beauty and Personal Care
36.0,Male,Tablet,Shopping,Evening,1,Pet Supplies
19.0,Male,Desktop,Shopping,Morning,1,Fashion and Apparel
35.0,Male,Tablet,Social Media,Morning,1,Automotive and Accessories
25.0,Female,Mobile,News,Evening,1,Sports and Outdoor Gear
35.0,Male,Mobile,Entertainment,Afternoon,1,Fashion and Apparel
35.0,Female,Tablet,News,Afternoon,1,Books and Stationery
40.0,Female,Desktop,News,Morning,1,Health and Wellness
38.0,Female,Mobile,Shopping,Night,0,Electronics
45.0,Female,Tablet,Shopping,Morning,0,Automotive and Accessories
25.0,Female,Tablet,Shopping,Night,0,Fashion and Apparel
29.0,Female,Tablet,Social Media,Afternoon,0,Fashion and Apparel
23.0,Male,Desktop,Entertainment,Evening,1,Books and Stationery
35.0,Female,Desktop,Education,Afternoon,1,Books and Stationery
44.0,Female,Desktop,News,Evening,1,Pet Supplies
30.0,Male,Desktop,Social Media,Morning,1,Health and Wellness
25.0,Male,Mobile,Entertainment,Night,0,Books and Stationery
62.0,Male,Desktop,Social Media,Night,1,Toys and Games
53.0,Male,Mobile,Social Media,Night,0,Automotive and Accessories
35.0,Male,Desktop,Entertainment,Evening,1,Electronics
62.0,Male,Mobile,Education,Morning,0,Fashion and Apparel
48.0,Female,Tablet,Shopping,Afternoon,1,Books and Stationery
64.0,Female,Mobile,Entertainment,Afternoon,0,Toys and Games
35.0,Male,Tablet,Entertainment,Evening,0,Fashion and Apparel
45.0,Male,Mobile,Education,Night,0,Beauty and Personal Care
35.0,Female,Desktop,Entertainment,Afternoon,0,Home and Kitchen
45.0,Female,Mobile,Entertainment,Evening,0,Toys and Games
45.0,Female,Mobile,Education,Afternoon,1,Electronics
29.0,Male,Desktop,Education,Afternoon,1,Pet Supplies
30.0,Female,Desktop,Entertainment,Afternoon,1,Beauty and Personal Care
35.0,Male,Desktop,Entertainment,Morning,1,Health and Wellness
26.0,Female,Mobile,Education,Afternoon,1,Sports and Outdoor Gear
34.0,Male,Mobile,News,Morning,0,Fashion and Apparel
52.0,Male,Desktop,Shopping,Night,0,Fashion and Apparel
41.0,Male,Desktop,Entertainment,Evening,1,Books and Stationery
35.0,Male,Tablet,News,Evening,1,Books and Stationery
18.0,Female,Desktop,Entertainment,Morning,1,Automotive and Accessories
48.0,Male,Mobile,News,Night,1,Health and Wellness
63.0,Female,Tablet,Shopping,Afternoon,0,Books and Stationery
43.0,Female,Tablet,Education,Morning,0,Sports and Outdoor Gear
43.0,Male,Mobile,Entertainment,Evening,1,Sports and Outdoor Gear
44.0,Male,Tablet,Entertainment,Evening,0,Beauty and Personal Care
25.0,Female,Tablet,Shopping,Night,1,Beauty and Personal Care
36.0,Female,Desktop,News,Morning,1,Health and Wellness
47.0,Male,Mobile,Shopping,Evening,0,Home and Kitchen
52.0,Female,Tablet,Shopping,Afternoon,1,Home and Kitchen
45.0,Female,Desktop,Education,Night,0,Health and Wellness
35.0,Male,Desktop,Education,Afternoon,1,Books and Stationery
35.0,Male,Mobile,Education,Afternoon,1,Health and Wellness
35.0,Female,Tablet,Education,Evening,1,Electronics
28.0,Male,Desktop,Social Media,Evening,1,Beauty and Personal Care
46.0,Male,Desktop,News,Night,0,Books and Stationery
18.0,Female,Desktop,Shopping,Morning,0,Books and Stationery
38.0,Male,Tablet,Entertainment,Evening,0,Sports and Outdoor Gear
58.0,Male,Mobile,Shopping,Morning,1,Books and Stationery
25.0,Female,Desktop,Entertainment,Night,1,Fashion and Apparel
43.0,Male,Mobile,Social Media,Afternoon,1,Sports and Outdoor Gear
30.0,Female,Desktop,News,Morning,0,Pet Supplies
29.0,Female,Desktop,Shopping,Morning,1,Pet Supplies
35.0,Female,Mobile,Social Media,Morning,1,Electronics
35.0,Female,Mobile,News,Night,1,Beauty and Personal Care
18.0,Male,Desktop,Education,Evening,0,Toys and Games
35.0,Female,Desktop,News,Evening,0,Automotive and Accessories
35.0,Male,Desktop,Education,Afternoon,1,Pet Supplies
25.0,Male,Tablet,News,Night,1,Toys and Games
18.0,Male,Desktop,Education,Night,1,Home and Kitchen
62.0,Male,Tablet,Shopping,Evening,0,Health and Wellness
25.0,Male,Mobile,News,Afternoon,1,Health and Wellness
45.0,Female,Desktop,Shopping,Morning,1,Books and Stationery
46.0,Female,Mobile,Social Media,Evening,1,Toys and Games
35.0,Female,Mobile,Entertainment,Afternoon,1,Toys and Games
35.0,Female,Desktop,News,Night,1,Electronics
35.0,Male,Desktop,Education,Morning,1,Pet Supplies
25.0,Male,Tablet,News,Morning,0,Toys and Games
18.0,Female,Tablet,Shopping,Evening,0,Books and Stationery
57.0,Male,Mobile,News,Evening,1,Automotive and Accessories
35.0,Female,Desktop,News,Evening,1,Beauty and Personal Care
35.0,Male,Mobile,Social Media,Night,0,Home and Kitchen
25.0,Male,Mobile,Education,Morning,1,Pet Supplies
45.0,Male,Tablet,Social Media,Evening,1,Health and Wellness
46.0,Female,Mobile,Shopping,Morning,1,Home and Kitchen
34.0,Male,Mobile,News,Afternoon,1,Beauty and Personal Care
40.0,Female,Desktop,Entertainment,Evening,1,Pet Supplies
25.0,Male,Desktop,Shopping,Morning,1,Pet Supplies
45.0,Female,Desktop,News,Night,0,Beauty and Personal Care
26.0,Male,Tablet,Entertainment,Evening,1,Sports and Outdoor Gear
42.0,Male,Desktop,Social Media,Night,1,Sports and Outdoor Gear
25.0,Male,Mobile,Education,Afternoon,1,Beauty and Personal Care
45.0,Male,Tablet,Shopping,Morning,0,Electronics
18.0,Male,Tablet,Entertainment,Night,1,Health and Wellness
25.0,Female,Mobile,Entertainment,Morning,0,Electronics
29.0,Male,Tablet,Education,Afternoon,1,Automotive and Accessories
19.0,Male,Mobile,Education,Morning,0,Health and Wellness
64.0,Male,Mobile,Social Media,Afternoon,1,Sports and Outdoor Gear
21.0,Male,Mobile,Shopping,Morning,1,Electronics
44.0,Male,Tablet,News,Evening,1,Home and Kitchen
25.0,Female,Tablet,Entertainment,Night,0,Pet Supplies
18.0,Female,Mobile,Entertainment,Evening,1,Automotive and Accessories
52.0,Female,Desktop,Education,Morning,0,Sports and Outdoor Gear
45.0,Female,Desktop,Shopping,Morning,0,Home and Kitchen
18.0,Male,Desktop,Social Media,Evening,1,Beauty and Personal Care
18.0,Female,Tablet,News,Afternoon,1,Home and Kitchen
35.0,Female,Desktop,News,Night,1,Automotive and Accessories
18.0,Male,Mobile,Entertainment,Afternoon,1,Toys and Games
28.0,Male,Desktop,Social Media,Evening,1,Fashion and Apparel
18.0,Male,Tablet,Entertainment,Evening,1,Beauty and Personal Care
46.0,Male,Desktop,Education,Evening,1,Pet Supplies
35.0,Male,Tablet,Entertainment,Morning,0,Toys and Games
31.0,Male,Mobile,Shopping,Morning,0,Health and Wellness
20.0,Female,Tablet,Social Media,Morning,0,Pet Supplies
25.0,Male,Mobile,News,Night,1,Health and Wellness
18.0,Male,Desktop,News,Night,0,Books and Stationery
51.0,Female,Mobile,News,Evening,0,Beauty and Personal Care
35.0,Male,Mobile,Entertainment,Evening,0,Toys and Games
18.0,Male,Mobile,Entertainment,Afternoon,1,Pet Supplies
29.0,Female,Desktop,Education,Evening,1,Books and Stationery
21.0,Female,Desktop,Shopping,Evening,0,Electronics
48.0,Male,Desktop,Entertainment,Morning,1,Electronics
45.0,Male,Mobile,Entertainment,Afternoon,1,Fashion and Apparel
45.0,Male,Tablet,News,Night,1,Health and Wellness
45.0,Female,Desktop,Entertainment,Night,1,Sports and Outdoor Gear
30.0,Female,Desktop,Entertainment,Morning,0,Beauty and Personal Care
25.0,Female,Mobile,Social Media,Night,1,Health and Wellness
22.0,Female,Desktop,Entertainment,Morning,0,Books and Stationery
25.0,Male,Mobile,Social Media,Afternoon,0,Pet Supplies
46.0,Male,Desktop,Shopping,Afternoon,0,Automotive and Accessories
45.0,Female,Desktop,Education,Morning,0,Home and Kitchen
27.0,Male,Tablet,Entertainment,Afternoon,1,Pet Supplies
58.0,Male,Tablet,Social Media,Night,0,Fashion and Apparel
18.0,Female,Mobile,Education,Night,1,Home and Kitchen
45.0,Male,Mobile,Education,Morning,1,Electronics
25.0,Male,Mobile,Social Media,Evening,1,Home and Kitchen
54.0,Male,Tablet,Social Media,Evening,0,Toys and Games
32.0,Male,Desktop,Entertainment,Night,1,Health and Wellness
35.0,Male,Tablet,Entertainment,Afternoon,1,Sports and Outdoor Gear
36.0,Male,Tablet,Education,Evening,1,Health and Wellness
35.0,Male,Desktop,Education,Night,1,Books and Stationery
21.0,Female,Desktop,Entertainment,Afternoon,1,Fashion and Apparel
29.0,Female,Tablet,News,Afternoon,1,Health and Wellness
35.0,Male,Desktop,Education,Evening,0,Electronics
33.0,Male,Mobile,News,Night,1,Fashion and Apparel
19.0,Male,Tablet,Shopping,Morning,1,Fashion and Apparel
22.0,Male,Desktop,News,Morning,0,Pet Supplies
23.0,Male,Tablet,Education,Night,0,Pet Supplies
25.0,Male,Mobile,Entertainment,Night,1,Sports and Outdoor Gear
49.0,Male,Desktop,News,Evening,0,Toys and Games
18.0,Female,Tablet,Education,Evening,1,Electronics
47.0,Male,Desktop,Social Media,Evening,1,Fashion and Apparel
64.0,Female,Tablet,News,Evening,0,Electronics
25.0,Male,Tablet,News,Evening,1,Home and Kitchen
52.0,Male,Desktop,News,Evening,0,Automotive and Accessories
18.0,Female,Mobile,Shopping,Morning,1,Books and Stationery
35.0,Male,Tablet,News,Night,1,Pet Supplies
59.0,Male,Mobile,Shopping,Afternoon,1,Toys and Games
45.0,Female,Tablet,News,Night,0,Health and Wellness
27.0,Male,Desktop,News,Afternoon,1,Home and Kitchen
35.0,Male,Desktop,News,Night,1,Books and Stationery
44.0,Female,Desktop,Social Media,Evening,0,Fashion and Apparel
46.0,Female,Tablet,Social Media,Morning,1,Home and Kitchen
26.0,Male,Tablet,Entertainment,Morning,1,Sports and Outdoor Gear
26.0,Male,Tablet,Social Media,Night,1,Fashion and Apparel
48.0,Female,Mobile,Social Media,Evening,1,Pet Supplies
45.0,Male,Desktop,Social Media,Evening,1,Pet Supplies
52.0,Female,Mobile,Education,Morning,0,Beauty and Personal Care
59.0,Female,Tablet,Entertainment,Morning,0,Fashion and Apparel
45.0,Male,Desktop,Social Media,Night,1,Automotive and Accessories
45.0,Female,Mobile,Shopping,Afternoon,0,Health and Wellness
18.0,Male,Desktop,News,Afternoon,0,Health and Wellness
35.0,Female,Tablet,Shopping,Evening,1,Books and Stationery
46.0,Male,Mobile,News,Morning,1,Automotive and Accessories
18.0,Male,Desktop,Social Media,Afternoon,0,Books and Stationery
56.0,Male,Tablet,Social Media,Afternoon,1,Automotive and Accessories
37.0,Female,Tablet,Entertainment,Afternoon,0,Toys and Games
27.0,Female,Desktop,News,Night,0,Health and Wellness
47.0,Female,Mobile,Entertainment,Morning,0,Toys and Games
43.0,Female,Tablet,News,Afternoon,1,Automotive and Accessories
64.0,Male,Tablet,Entertainment,Night,0,Pet Supplies
35.0,Female,Tablet,Shopping,Evening,1,Pet Supplies
35.0,Female,Mobile,Education,Afternoon,1,Automotive and Accessories
29.0,Female,Desktop,Entertainment,Morning,0,Home and Kitchen
25.0,Male,Desktop,Shopping,Morning,1,Automotive and Accessories
27.0,Male,Tablet,Education,Morning,0,Electronics
31.0,Male,Mobile,Social Media,Night,1,Books and Stationery
25.0,Male,Tablet,News,Evening,1,Home and Kitchen
48.0,Male,Mobile,Education,Night,0,Books and Stationery
39.0,Male,Tablet,News,Evening,0,Toys and Games
25.0,Female,Mobile,Education,Afternoon,1,Beauty and Personal Care
43.0,Male,Tablet,Social Media,Afternoon,1,Health and Wellness
25.0,Female,Mobile,Social Media,Evening,1,Fashion and Apparel
35.0,Male,Mobile,Entertainment,Afternoon,1,Pet Supplies
35.0,Male,Tablet,News,Afternoon,0,Automotive and Accessories
62.0,Male,Desktop,Social Media,Night,1,Fashion and Apparel
45.0,Male,Desktop,Entertainment,Night,1,Toys and Games
45.0,Male,Desktop,News,Night,1,Electronics
45.0,Male,Tablet,Social Media,Morning,1,Automotive and Accessories
61.0,Female,Desktop,Entertainment,Afternoon,1,Electronics
54.0,Female,Mobile,Education,Night,0,Home and Kitchen
35.0,Male,Desktop,Social Media,Night,1,Health and Wellness
35.0,Female,Mobile,Education,Evening,1,Books and Stationery
35.0,Male,Desktop,News,Evening,0,Electronics
18.0,Male,Desktop,Social Media,Night,1,Beauty and Personal Care
45.0,Female,Tablet,News,Morning,1,Electronics
61.0,Female,Desktop,News,Afternoon,1,Toys and Games
56.0,Male,Desktop,Entertainment,Afternoon,1,Beauty and Personal Care
48.0,Male,Tablet,Shopping,Night,0,Beauty and Personal Care
37.0,Male,Mobile,Entertainment,Morning,1,Health and Wellness
42.0,Male,Tablet,Social Media,Evening,0,Automotive and Accessories
30.0,Female,Mobile,Social Media,Night,1,Electronics
35.0,Female,Tablet,Entertainment,Morning,0,Electronics
18.0,Female,Mobile,Education,Night,0,Electronics
29.0,Male,Tablet,Education,Night,0,Books and Stationery
57.0,Female,Desktop,Social Media,Evening,1,Home and Kitchen
52.0,Male,Tablet,Education,Evening,1,Books and Stationery
30.0,Female,Tablet,Entertainment,Afternoon,1,Automotive and Accessories
51.0,Female,Tablet,Entertainment,Evening,1,Pet Supplies
58.0,Male,Desktop,Education,Night,0,Books and Stationery
40.0,Male,Desktop,Entertainment,Morning,1,Health and Wellness
45.0,Male,Mobile,Social Media,Night,0,Electronics
45.0,Female,Desktop,Education,Afternoon,0,Sports and Outdoor Gear
20.0,Female,Mobile,Education,Night,0,Health and Wellness
25.0,Male,Mobile,Social Media,Morning,1,Toys and Games
18.0,Male,Tablet,Entertainment,Morning,1,Toys and Games
25.0,Female,Tablet,Social Media,Evening,1,Automotive and Accessories
35.0,Male,Mobile,Shopping,Night,0,Beauty and Personal Care
18.0,Female,Desktop,News,Evening,1,Fashion and Apparel
25.0,Female,Mobile,News,Night,0,Electronics
22.0,Male,Tablet,Entertainment,Night,1,Fashion and Apparel
47.0,Male,Mobile,Social Media,Night,0,Health and Wellness
54.0,Male,Desktop,News,Night,1,Fashion and Apparel
53.0,Male,Desktop,News,Night,0,Beauty and Personal Care
36.0,Female,Tablet,Entertainment,Morning,1,Sports and Outdoor Gear
28.0,Female,Desktop,Entertainment,Morning,1,Automotive and Accessories
35.0,Male,Desktop,News,Evening,0,Electronics
35.0,Female,Mobile,Entertainment,Evening,1,Toys and Games
35.0,Female,Mobile,Shopping,Night,0,Pet Supplies
51.0,Female,Tablet,News,Morning,1,Fashion and Apparel
25.0,Male,Mobile,News,Morning,1,Home and Kitchen
40.0,Male,Tablet,News,Morning,1,Automotive and Accessories
45.0,Male,Tablet,Entertainment,Afternoon,0,Toys and Games
35.0,Male,Desktop,Entertainment,Afternoon,1,Fashion and Apparel
36.0,Female,Tablet,Education,Evening,1,Fashion and Apparel
18.0,Female,Desktop,Entertainment,Morning,0,Books and Stationery
60.0,Male,Tablet,Social Media,Night,0,Health and Wellness
34.0,Male,Mobile,Entertainment,Evening,1,Fashion and Apparel
38.0,Male,Tablet,Education,Morning,1,Pet Supplies
18.0,Female,Tablet,Shopping,Evening,1,Automotive and Accessories
25.0,Female,Tablet,Shopping,Night,1,Sports and Outdoor Gear
35.0,Male,Desktop,Social Media,Morning,1,Health and Wellness
45.0,Female,Desktop,Entertainment,Evening,1,Beauty and Personal Care
45.0,Male,Desktop,Shopping,Morning,1,Electronics
19.0,Male,Desktop,Education,Morning,1,Toys and Games
35.0,Male,Mobile,News,Afternoon,1,Toys and Games
45.0,Male,Desktop,Social Media,Night,0,Health and Wellness
45.0,Male,Desktop,Shopping,Night,1,Books and Stationery
23.0,Male,Mobile,Education,Morning,1,Home and Kitchen
32.0,Male,Desktop,News,Morning,1,Health and Wellness
35.0,Male,Tablet,Shopping,Evening,1,Toys and Games
57.0,Female,Mobile,Education,Night,1,Pet Supplies
18.0,Female,Desktop,Education,Night,0,Fashion and Apparel
30.0,Female,Desktop,Entertainment,Afternoon,1,Fashion and Apparel
45.0,Male,Mobile,Entertainment,Morning,0,Home and Kitchen
18.0,Female,Desktop,News,Evening,1,Health and Wellness
18.0,Female,Tablet,Shopping,Afternoon,1,Sports and Outdoor Gear
45.0,Male,Mobile,Education,Afternoon,1,Health and Wellness
25.0,Female,Desktop,Shopping,Night,1,Sports and Outdoor Gear
54.0,Male,Mobile,Social Media,Night,0,Electronics
18.0,Male,Desktop,Entertainment,Afternoon,1,Sports and Outdoor Gear
25.0,Female,Desktop,Entertainment,Afternoon,0,Automotive and Accessories
35.0,Female,Mobile,Social Media,Evening,1,Toys and Games
35.0,Female,Mobile,Entertainment,Morning,1,Books and Stationery
35.0,Male,Mobile,Education,Morning,1,Automotive and Accessories
61.0,Female,Tablet,Entertainment,Afternoon,1,Automotive and Accessories
25.0,Male,Tablet,News,Afternoon,1,Sports and Outdoor Gear
31.0,Male,Desktop,Social Media,Evening,1,Automotive and Accessories
18.0,Male,Desktop,Social Media,Night,1,Books and Stationery
62.0,Male,Mobile,Education,Morning,1,Fashion and Apparel
18.0,Male,Tablet,Social Media,Evening,1,Sports and Outdoor Gear
44.0,Female,Tablet,Shopping,Night,1,Home and Kitchen
46.0,Male,Desktop,Entertainment,Morning,0,Beauty and Personal Care
34.0,Male,Tablet,Education,Morning,1,Toys and Games
58.0,Male,Mobile,Shopping,Afternoon,1,Toys and Games
46.0,Female,Mobile,News,Morning,0,Health and Wellness
64.0,Male,Mobile,Education,Night,0,Beauty and Personal Care
35.0,Male,Desktop,Education,Afternoon,1,Toys and Games
55.0,Female,Mobile,Education,Evening,1,Books and Stationery
18.0,Male,Tablet,News,Night,1,Sports and Outdoor Gear
25.0,Male,Tablet,News,Afternoon,1,Sports and Outdoor Gear
59.0,Male,Tablet,Shopping,Night,1,Pet Supplies
25.0,Male,Tablet,Entertainment,Night,1,Fashion and Apparel
18.0,Male,Tablet,Shopping,Evening,1,Toys and Games
31.0,Male,Desktop,Entertainment,Morning,1,Beauty and Personal Care
25.0,Female,Tablet,Shopping,Afternoon,0,Toys and Games
25.0,Male,Mobile,Social Media,Night,1,Pet Supplies
43.0,Male,Mobile,News,Evening,1,Health and Wellness
45.0,Female,Mobile,Shopping,Evening,1,Home and Kitchen
43.0,Male,Mobile,Shopping,Afternoon,1,Beauty and Personal Care
45.0,Female,Mobile,News,Afternoon,1,Toys and Games
28.0,Female,Mobile,Shopping,Morning,1,Sports and Outdoor Gear
22.0,Male,Tablet,Entertainment,Evening,0,Automotive and Accessories
43.0,Male,Mobile,Education,Evening,1,Automotive and Accessories
40.0,Female,Tablet,Shopping,Morning,1,Toys and Games
25.0,Male,Mobile,Social Media,Morning,1,Health and Wellness
62.0,Female,Desktop,Education,Morning,1,Sports and Outdoor Gear
43.0,Male,Desktop,Shopping,Evening,0,Beauty and Personal Care
23.0,Male,Desktop,Education,Evening,0,Pet Supplies
52.0,Female,Tablet,News,Evening,1,Home and Kitchen
18.0,Male,Desktop,News,Afternoon,0,Fashion and Apparel
42.0,Female,Desktop,News,Night,0,Beauty and Personal Care
35.0,Male,Mobile,Entertainment,Afternoon,1,Automotive and Accessories
32.0,Female,Desktop,Entertainment,Morning,0,Books and Stationery
25.0,Male,Desktop,Education,Evening,1,Health and Wellness
25.0,Female,Tablet,Shopping,Evening,1,Beauty and Personal Care
32.0,Female,Mobile,Education,Morning,0,Beauty and Personal Care
35.0,Male,Mobile,Education,Morning,0,Home and Kitchen
45.0,Female,Tablet,Shopping,Morning,1,Sports and Outdoor Gear
20.0,Female,Desktop,Entertainment,Evening,1,Electronics
32.0,Female,Mobile,Entertainment,Night,0,Toys and Games
37.0,Female,Tablet,Entertainment,Afternoon,1,Toys and Games
18.0,Female,Desktop,Shopping,Evening,1,Toys and Games
22.0,Female,Mobile,Social Media,Afternoon,1,Fashion and Apparel
45.0,Female,Tablet,Education,Evening,0,Beauty and Personal Care
35.0,Female,Mobile,Shopping,Morning,0,Automotive and Accessories
35.0,Male,Tablet,News,Morning,1,Automotive and Accessories
36.0,Male,Tablet,Education,Morning,1,Toys and Games
18.0,Male,Mobile,Entertainment,Morning,1,Automotive and Accessories
35.0,Male,Tablet,Social Media,Afternoon,1,Pet Supplies
